Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,FUZZY_LOGIC,500,8053.375,0.1587,9549.425,0.1882,50750,29519,0,21231,0,0,0,5250,5250,45497,24269,3,0,303.907692307961,113.39999999999124,303.907692307961,63559.99999999189,0.0,0.0,1268.9655172413793,0.2306,3.1754,66.3246,0.0005,189.5761,0.3776,31.5875,31.5875,34.3561,34.3561,123.6326,0.2473,10.7996,0,33.0868,43.8864,0,0,0,33.4694,99.0262,-1.0,[98.30042014814815- 98.93955828148148- 98.93955828148148- 98.30042014814815- 98.30042014814815- 99.06156183703705- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.93955828148148- 99.06156183703705- 99.06156183703705- 98.93955828148148- 98.93955828148148- 99.06156183703705- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.93955828148148- 99.06156183703705- 98.30042014814815- 98.93955828148148- 98.30042014814815- 99.06156183703705- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.30042014814815- 99.06156183703705- 98.93955828148148- 99.06156183703705- 99.06156183703705- 98.30042014814815- 98.93955828148148- 99.06156183703705- 98.30042014814815- 98.30042014814815- 98.93955828148148- 98.30042014814815- 98.93955828148148- 98.30042014814815- 98.30042014814815- 98.93955828148148- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.30042014814815- 98.30042014814815- 99.06156183703705- 98.30042014814815- 98.93955828148148- 99.06156183703705- 98.93955828148148- 98.30042014814815- 99.06156183703705- 98.93955828148148- 99.06156183703705- 98.93955828148148- 98.93955828148148- 99.06156183703705- 98.30042014814815- 99.06156183703705- 98.93955828148148- 99.06156183703705- 98.93955828148148- 98.30042014814815- 98.30042014814815- 98.30042014814815- 99.06156183703705- 98.30042014814815- 98.93955828148148- 98.30042014814815- 98.93955828148148- 98.93955828148148- 99.06156183703705- 99.06156183703705- 98.30042014814815- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.93955828148148- 99.06156183703705- 98.93955828148148- 99.06156183703705- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.93955828148148- 99.06156183703705- 98.30042014814815- 98.30042014814815- 98.93955828148148- 99.06156183703705- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.30042014814815- 98.30042014814815- 98.30042014814815- 99.06156183703705- 98.30042014814815- 98.93955828148148- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.30042014814815- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.93955828148148- 99.06156183703705- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.30042014814815- 98.93955828148148- 98.93955828148148- 98.93955828148148- 98.30042014814815- 99.06156183703705- 99.06156183703705- 98.30042014814815- 98.30042014814815- 99.06156183703705- 99.06156183703705- 99.06156183703705- 98.30042014814815- 98.30042014814815- 99.06156183703705- 98.93955828148148- 99.06156183703705- 98.93955828148148- 99.06156183703705- 98.93955828148148- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955],[]
ALL,FUZZY_LOGIC,1000,16110.125,0.1587,9996393.8625,98.4866,101500,10925,0,90575,0,0,0,10500,10500,90991,425,9,0,607.8153846160652,226.80000000001576,607.8153846160652,127120.0000002094,0.0,0.0,1268.9655172413793,0.173,4.744,99.0828,0.0006,437.7656,0.4369,63.175,63.175,57.3217,57.3217,317.2689,0.3173,21.5991,0,66.1747,87.7739,0,0,0,33.4009,98.8018,-1.0,[97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.75045072592594- 97.98930903703705- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.75045072592594- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.75045072592594- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.75045072592594- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.62844717037039- 97.98930903703705- 97.98930903703705- 97.98930903703705- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.75045072592594- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.75045072592594- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 97.98930903703705- 98.75045072592594- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.75045072592594- 97.98930903703705- 98.62844717037039- 98.75045072592594- 97.98930903703705- 98.75045072592594- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.75045072592594- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.75045072592594- 98.75045072592594- 98.75045072592594- 98.62844717037039- 98.75045072592594- 97.98930903703705- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.75045072592594- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.75045072592594- 97.98930903703705- 98.75045072592594- 98.75045072592594- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.75045072592594- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.75045072592594- 97.98930903703705- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.75045072592594- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.75045072592594- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.62844717037039- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.75045072592594- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.75045072592594- 98.75045072592594- 98.62844717037039- 97.98930903703705- 98.75045072592594- 98.75045072592594- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 98.62844717037039- 98.62844717037039- 97.98930903703705- 97.98930903703705- 98.62844717037039- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456- 99.30258995650456],[]
